City_ID,City,Country,Date,Lat,Lng,Max Temp,Cloudiness,Wind Speed
276,Cockburn Town,TC,2022-05-01 04:07:52,21.4612,-71.1419,76.87,74,22.12
277,Along,IN,2022-05-01 04:05:21,28.1667,94.7667,83.71,94,1.23
278,Balkhash,KZ,2022-05-01 04:09:52,46.844,74.9804,72.21,0,8.95
279,Misratah,LY,2022-05-01 04:06:32,32.3754,15.0925,64.89,82,19.93
280,Awjilah,LY,2022-05-01 04:09:53,29.1081,21.2869,74.01,100,10.96
281,Sidi Ali,DZ,2022-05-01 04:09:53,36.0998,0.4206,54.63,59,4.56
282,Bethel,US,2022-05-01 04:04:36,41.3712,-73.414,50.36,5,1.99
283,Jaisalmer,IN,2022-05-01 04:09:54,26.9147,70.9181,99.7,0,15.3
284,Xingcheng,CN,2022-05-01 04:09:54,40.6167,120.7167,64.09,55,11.92
285,Port Moresby,PG,2022-05-01 04:09:55,-9.4431,147.1797,83.55,39,11.68
286,Doha,QA,2022-05-01 04:06:26,25.2867,51.5333,84.51,0,3.44
287,Cap Malheureux,MU,2022-05-01 04:09:55,-19.9842,57.6142,77.47,13,3.0
288,Hovd,MN,2022-05-01 04:09:56,48.0056,91.6419,62.26,99,0.92
289,Comodoro Rivadavia,AR,2022-05-01 04:05:20,-45.8667,-67.5,45.28,5,3.83
290,Husavik,IS,2022-05-01 04:05:30,66.0449,-17.3389,41.41,20,7.92
291,Bayir,TR,2022-05-01 04:09:57,37.2687,28.2167,46.92,0,5.44
292,Nova Odesa,UA,2022-05-01 04:09:57,47.3078,31.7851,48.99,70,4.56
293,Mandalgovi,MN,2022-05-01 04:09:58,45.7625,106.2708,61.48,88,8.37
294,Octeville,FR,2022-05-01 04:09:58,49.6261,-1.6435,45.09,0,5.75
295,Kismayo,SO,2022-05-01 04:09:59,-0.3582,42.5454,82.87,95,11.56
296,Pontal Do Parana,BR,2022-05-01 04:09:59,-25.6533,-48.5128,65.7,100,3.0
297,Consolacion Del Sur,CU,2022-05-01 04:10:00,22.5047,-83.5136,70.3,3,3.94
298,Zemlyansk,RU,2022-05-01 04:10:00,51.9041,38.7334,42.44,2,6.13
299,Mezen,RU,2022-05-01 04:10:01,65.8522,44.24,25.86,100,4.07
300,Mabini,PH,2022-05-01 04:10:01,15.6,120.9833,99.05,95,10.0
301,Saskylakh,RU,2022-05-01 04:05:31,71.9167,114.0833,13.69,100,16.53
302,Umm Kaddadah,SD,2022-05-01 04:10:02,13.6017,26.6876,78.85,44,6.8
303,Birjand,IR,2022-05-01 04:10:03,32.8663,59.2211,73.87,74,0.0
304,Beaumont,US,2022-05-01 04:10:03,30.0861,-94.1019,75.24,40,5.75
305,San Luis,AR,2022-05-01 04:10:04,-33.295,-66.3356,49.23,0,5.14
306,Rockport,US,2022-05-01 04:10:04,28.0206,-97.0544,78.85,75,11.5
307,Kutum,SD,2022-05-01 04:06:33,14.2,24.6667,75.72,100,6.46
308,Carlos Antonio Lopez,PY,2022-05-01 04:10:05,-26.4,-54.7667,66.02,97,2.1
309,Puerto Madero,MX,2022-05-01 04:10:05,14.7208,-92.4215,79.0,75,3.44
310,Salalah,OM,2022-05-01 04:05:38,17.0151,54.0924,86.09,0,2.3
311,Saint-Leu,RE,2022-05-01 04:10:06,-21.15,55.2833,77.32,5,5.57
312,Saint-Georges,GD,2022-05-01 04:10:06,12.0564,-61.7485,80.28,20,23.02
313,Lumberton,US,2022-05-01 04:10:07,34.6182,-79.0086,66.51,49,4.68
314,Morris,US,2022-05-01 04:10:07,40.8334,-74.5329,50.0,66,3.98
315,Chute-Aux-Outardes,CA,2022-05-01 04:10:08,49.1168,-68.399,37.89,81,9.53
316,Newport,GB,2022-05-01 04:10:08,51.5877,-2.9984,50.45,100,6.2
317,Bermejo,AR,2022-05-01 04:10:09,-32.8833,-68.8,52.12,0,2.8
318,Oriximina,BR,2022-05-01 04:10:09,-1.7656,-55.8661,73.56,16,3.53
319,Grand-Lahou,CI,2022-05-01 04:10:10,5.1367,-5.0242,79.93,100,6.46
320,Quang Ngai,VN,2022-05-01 04:10:11,15.1167,108.8,85.82,100,5.57
321,Altay,CN,2022-05-01 04:10:11,47.8667,88.1167,64.99,99,5.35
322,Pital,CO,2022-05-01 04:10:12,2.2665,-75.8044,64.18,82,3.98
323,Mount Pleasant,US,2022-05-01 04:07:31,32.7941,-79.8626,69.01,0,4.61
324,Hervey Bay,AU,2022-05-01 04:10:12,-25.2986,152.8535,77.02,48,8.99
325,Charters Towers,AU,2022-05-01 04:10:13,-20.1,146.2667,84.79,2,13.94
326,Kargil,IN,2022-05-01 04:10:13,34.5667,76.1,48.31,1,0.89
327,Svetlogorsk,BY,2022-05-01 04:10:13,52.6333,29.7333,40.46,68,4.43
328,Tucuman,AR,2022-05-01 04:10:14,-26.8241,-65.2226,57.2,100,2.3
329,Victoria,HK,2022-05-01 04:02:52,22.2855,114.1577,71.33,100,11.01
330,Ninh Binh,VN,2022-05-01 04:10:14,20.2539,105.975,64.65,100,19.39
331,Sheltozero,RU,2022-05-01 04:10:15,61.3667,35.3667,33.21,100,6.04
332,Aklavik,CA,2022-05-01 04:04:15,68.2191,-135.0107,35.33,98,10.96
333,Inhambane,MZ,2022-05-01 04:04:01,-23.865,35.3833,68.04,0,7.09
334,Kendari,ID,2022-05-01 04:10:16,-3.945,122.4989,87.1,42,4.99
335,Lahaina,US,2022-05-01 04:10:16,20.8783,-156.6825,78.8,99,10.83
336,Luderitz,NA,2022-05-01 04:03:51,-26.6481,15.1594,60.06,0,7.87
337,Mongo,TD,2022-05-01 04:10:17,12.1844,18.693,86.9,92,3.02
338,Northam,GB,2022-05-01 04:10:17,51.0333,-4.2167,47.61,100,4.76
339,Kloulklubed,PW,2022-05-01 04:10:18,7.0419,134.2556,82.9,89,12.77
340,Pascagoula,US,2022-05-01 04:10:19,30.3658,-88.5561,77.05,100,0.0
341,Carangola,BR,2022-05-01 04:10:19,-20.7331,-42.0294,63.46,10,2.26
342,Westport,US,2022-05-01 04:06:23,41.1415,-73.3579,51.21,0,4.61
343,Torit,SS,2022-05-01 04:10:20,4.4133,32.5678,69.8,100,3.96
344,Kefalos,GR,2022-05-01 04:10:20,36.7453,26.9589,59.22,0,9.22
345,Ixtapa,MX,2022-05-01 04:04:27,20.7,-105.2,69.24,98,1.61
346,Ankazobe,MG,2022-05-01 04:10:21,-18.3167,47.1167,62.08,0,1.83
347,Oksbol,DK,2022-05-01 04:10:21,55.6268,8.2876,35.71,97,5.95
348,Shiyan,CN,2022-05-01 04:07:35,32.6475,110.7781,69.44,100,9.82
349,Teahupoo,PF,2022-05-01 04:10:22,-17.8333,-149.2667,76.53,17,11.5
350,Chernyy Yar,RU,2022-05-01 04:10:22,48.0624,46.1091,55.85,90,12.55
351,Zhangye,CN,2022-05-01 04:03:59,38.9342,100.4517,55.89,1,0.89
352,Encrucijada,CU,2022-05-01 04:10:23,22.6169,-79.8711,70.36,40,4.61
353,Ancona,IT,2022-05-01 04:10:24,43.55,13.1667,55.67,75,5.99
354,Zeya,RU,2022-05-01 04:10:24,53.75,127.2667,52.95,23,3.31
355,Kalaswala,PK,2022-05-01 04:10:25,32.2009,74.6491,93.16,0,7.83
356,Alice Springs,AU,2022-05-01 04:07:33,-23.7,133.8833,69.35,75,11.5
357,Neiafu,TO,2022-05-01 04:10:25,-18.65,-173.9833,83.08,75,4.61
358,Belyy,RU,2022-05-01 04:10:25,55.8402,32.9419,37.04,70,4.63
359,Soyo,AO,2022-05-01 04:10:26,-6.1349,12.3689,77.29,99,1.52
360,Aranda De Duero,ES,2022-05-01 04:10:26,41.6704,-3.6892,49.8,60,2.26
361,Waingapu,ID,2022-05-01 04:07:00,-9.6567,120.2641,87.28,81,11.92
362,Sioux Lookout,CA,2022-05-01 04:05:09,50.1001,-91.917,39.18,100,11.65
363,Sigli,ID,2022-05-01 04:10:27,5.3848,95.9609,86.61,98,3.33
364,Oroville,US,2022-05-01 04:10:28,39.5138,-121.5564,69.8,0,3.44
365,Luwuk,ID,2022-05-01 04:07:27,-0.9516,122.7875,86.11,52,3.53
366,Winslow,US,2022-05-01 04:06:17,35.0242,-110.6974,64.58,0,5.75
367,Nouakchott,MR,2022-05-01 04:07:10,18.0858,-15.9785,67.93,27,12.17
368,Prince Albert,CA,2022-05-01 04:04:12,53.2001,-105.7677,41.29,42,12.3
369,Maracas,BR,2022-05-01 04:10:29,-13.4411,-40.4308,60.53,48,3.69
370,Wanlaweyn,SO,2022-05-01 04:10:29,2.6185,44.8938,80.83,100,7.76
371,Ostrovnoy,RU,2022-05-01 04:10:30,68.0531,39.5131,18.66,88,11.01
372,Port Lincoln,AU,2022-05-01 04:05:24,-34.7333,135.8667,66.47,76,12.48
373,Mecca,SA,2022-05-01 04:10:31,21.4267,39.8261,86.25,0,6.08
374,Nha Trang,VN,2022-05-01 04:10:31,12.25,109.1833,80.6,87,7.96
375,Pipri,IN,2022-05-01 04:10:32,19.8,75.5333,95.27,4,13.82
376,Victor Harbor,AU,2022-05-01 04:10:32,-35.5667,138.6167,68.0,36,3.0
377,Alekseyevskaya,RU,2022-05-01 04:10:33,50.2896,42.1845,42.82,10,10.69
378,Bandarbeyla,SO,2022-05-01 04:05:22,9.4942,50.8122,84.11,89,3.13
379,Bremervorde,DE,2022-05-01 04:10:33,53.4833,9.1333,42.22,93,3.53
380,Kudahuvadhoo,MV,2022-05-01 04:05:35,2.6708,72.8944,85.78,100,16.02
381,Fez,MA,2022-05-01 04:09:49,34.0372,-4.9998,46.65,0,6.91
382,Fort Nelson,CA,2022-05-01 04:05:38,58.8053,-122.7002,33.78,87,4.83
383,Am Timan,TD,2022-05-01 04:10:34,11.0297,20.2827,82.81,75,4.25
384,Korla,CN,2022-05-01 04:10:35,41.7597,86.1469,65.59,7,8.68
385,Mpika,ZM,2022-05-01 04:10:35,-11.8343,31.4529,59.52,100,6.24
386,Urgut,UZ,2022-05-01 04:10:35,39.4022,67.2431,74.82,100,2.24
387,Guia De Isora,ES,2022-05-01 04:10:36,28.2115,-16.7795,61.72,0,8.03
388,Limbang,MY,2022-05-01 04:10:36,4.75,115.0,89.71,55,5.39
389,Esso,RU,2022-05-01 04:10:37,55.9333,158.7,34.9,54,2.75
390,Melfi,IT,2022-05-01 04:10:37,40.9965,15.6514,42.49,0,5.06
391,Tiznit,MA,2022-05-01 04:10:38,29.5833,-9.5,65.14,0,1.48
392,San Ramon,US,2022-05-01 04:06:05,37.7799,-121.978,55.29,0,16.11
393,Sao Felix Do Xingu,BR,2022-05-01 04:07:54,-6.6447,-51.995,69.62,20,0.96
394,Atambua,ID,2022-05-01 04:10:38,-9.1061,124.8925,85.64,80,2.42
395,Khuzhir,RU,2022-05-01 04:10:39,53.1939,107.3397,40.73,88,1.5
396,Mehamn,NO,2022-05-01 04:05:56,71.0357,27.8492,28.02,99,15.97
397,Juripiranga,BR,2022-05-01 04:10:39,-7.3733,-35.2381,74.59,100,7.09
398,Sabang,ID,2022-05-01 04:10:40,5.8933,95.3214,84.54,99,10.83
399,Pecos,US,2022-05-01 04:10:40,31.4229,-103.4932,75.31,0,6.91
400,Candolim,IN,2022-05-01 04:10:41,15.5181,73.7626,85.21,6,2.01
401,Mbandaka,CD,2022-05-01 04:10:42,0.0487,18.2603,70.56,52,2.33
402,Houma,US,2022-05-01 04:10:42,29.5958,-90.7195,75.2,40,5.75
403,Scottsbluff,US,2022-05-01 04:10:43,41.8666,-103.6672,44.29,0,0.0
404,San Pedro De Macoris,DO,2022-05-01 04:10:43,18.4616,-69.2972,73.53,98,6.2
405,Sibolga,ID,2022-05-01 04:04:20,1.7427,98.7792,86.38,97,3.65
406,Idenao,CM,2022-05-01 04:10:44,4.2475,9.0047,77.29,96,3.04
407,Sterling,US,2022-05-01 04:09:42,39.0062,-77.4286,55.27,75,3.44
408,Nitra,SK,2022-05-01 04:10:44,48.3076,18.0845,55.63,99,4.0
409,Kabo,CF,2022-05-01 04:06:10,7.6994,18.629,75.38,95,5.1
410,Kavaratti,IN,2022-05-01 04:06:59,10.5669,72.642,84.87,91,11.7
411,Kungurtug,RU,2022-05-01 04:05:50,50.5994,97.5228,62.73,39,1.68
412,Honiara,SB,2022-05-01 04:06:39,-9.4333,159.95,83.75,100,4.63
413,Ukiah,US,2022-05-01 04:10:46,39.1502,-123.2078,51.1,35,5.59
414,Lagos,NG,2022-05-01 04:10:46,6.5833,3.75,77.83,97,2.33
415,Katsuura,JP,2022-05-01 04:06:46,35.1333,140.3,62.85,100,20.0
416,Tekirdag,TR,2022-05-01 04:10:47,40.978,27.5085,51.15,83,9.19
417,Pingzhuang,CN,2022-05-01 04:10:47,42.0372,119.2889,58.8,24,19.15
418,Horodyshche,UA,2022-05-01 04:10:47,49.2849,31.4451,45.54,11,4.83
419,Novyy Urengoy,RU,2022-05-01 04:10:48,66.0833,76.6333,25.29,100,5.12
420,Namatanai,PG,2022-05-01 04:04:51,-3.6667,152.4333,84.87,97,4.59
421,Praia,CV,2022-05-01 04:10:49,14.9215,-23.5087,68.54,20,12.66
422,Mascota,MX,2022-05-01 04:10:49,20.5167,-104.7833,61.74,100,0.69
423,Mogadishu,SO,2022-05-01 04:10:49,2.0371,45.3438,82.11,100,8.46
424,Tczew,PL,2022-05-01 04:10:50,54.0924,18.7779,48.9,100,3.04
425,Ozernovskiy,RU,2022-05-01 04:04:08,51.5,156.5167,35.87,31,7.81
426,Havoysund,NO,2022-05-01 04:10:50,70.9963,24.6622,30.43,100,6.64
427,Ahipara,NZ,2022-05-01 04:05:14,-35.1667,173.1667,67.26,28,5.06
428,Danville,US,2022-05-01 04:07:55,36.586,-79.395,53.98,100,0.0
429,Alta Floresta,BR,2022-05-01 04:10:51,-9.8756,-56.0861,72.25,47,2.77
430,Mabaruma,GY,2022-05-01 04:10:51,8.2,-59.7833,72.14,73,2.13
431,Multai,IN,2022-05-01 04:09:11,21.7667,78.25,92.1,2,14.0
432,Taksimo,RU,2022-05-01 04:10:52,56.3444,114.8794,50.41,97,2.91
433,Emba,KZ,2022-05-01 04:10:52,48.8264,58.1442,55.8,91,10.96
434,Yinchuan,CN,2022-05-01 04:10:53,38.4681,106.2731,63.27,0,4.9
435,Rawson,AR,2022-05-01 04:01:34,-43.3002,-65.1023,46.6,3,13.15
436,Alugan,PH,2022-05-01 04:10:53,12.2188,125.4808,84.36,57,8.28
437,Sao Cristovao,BR,2022-05-01 04:10:54,-11.0147,-37.2064,80.51,40,11.5
438,Saldanha,ZA,2022-05-01 04:03:38,-33.0117,17.9442,56.84,4,8.68
439,Nantucket,US,2022-05-01 04:10:54,41.2835,-70.0995,48.25,0,11.5
440,Berlevag,NO,2022-05-01 04:07:26,70.8578,29.0864,26.4,100,18.41
441,Broome,US,2022-05-01 04:05:43,42.2506,-75.833,41.97,100,1.01
442,Oshakati,NA,2022-05-01 04:10:55,-17.7833,15.6833,69.58,85,7.25
443,Vardo,NO,2022-05-01 04:06:35,70.3705,31.1107,29.43,91,19.89
444,Beringovskiy,RU,2022-05-01 04:03:58,63.05,179.3167,27.64,100,17.22
445,Amapa,BR,2022-05-01 04:07:04,1.0,-52.0,69.58,48,1.52
446,Bozeman,US,2022-05-01 04:04:22,45.6796,-111.0386,47.62,75,4.61
447,Buraydah,SA,2022-05-01 04:03:48,26.326,43.975,79.11,0,9.35
448,Shelburne,CA,2022-05-01 04:10:56,44.0787,-80.2041,43.36,99,9.44
449,Nampula,MZ,2022-05-01 04:10:56,-15.1165,39.2666,61.2,16,3.58
450,Bijar,IR,2022-05-01 04:10:57,35.8668,47.6051,51.58,63,0.69
451,Palauig,PH,2022-05-01 04:06:51,15.435,119.9045,88.75,98,7.78
452,Kwinana,AU,2022-05-01 04:10:58,-32.25,115.7667,76.23,0,5.06
453,Arys,KZ,2022-05-01 04:10:58,42.4252,68.795,78.98,98,6.11
454,Predivinsk,RU,2022-05-01 04:10:58,57.0669,93.4378,45.09,100,8.61
455,Qasigiannguit,GL,2022-05-01 04:10:59,68.8193,-51.1922,12.45,2,6.64
456,Urumqi,CN,2022-05-01 04:07:56,43.801,87.6005,74.35,0,31.32
457,Orange Cove,US,2022-05-01 04:10:59,36.6244,-119.3137,73.06,1,8.72
458,Santa Fe,AR,2022-05-01 04:08:52,-31.6333,-60.7,54.95,27,2.53
459,Cherskiy,RU,2022-05-01 04:06:31,68.75,161.3,27.77,100,10.71
460,Oussouye,SN,2022-05-01 04:11:00,12.485,-16.5469,71.28,30,3.87
461,Padang,ID,2022-05-01 04:05:33,-0.9492,100.3543,84.25,98,3.33
462,Shihezi,CN,2022-05-01 04:11:01,44.3,86.0333,73.87,22,3.56
463,Hasaki,JP,2022-05-01 04:07:44,35.7333,140.8333,63.0,100,21.03
464,Mana,GF,2022-05-01 04:11:02,5.6592,-53.7767,77.72,30,8.68
465,Elliot Lake,CA,2022-05-01 04:11:02,46.3834,-82.6331,44.19,100,9.35
466,Kerema,PG,2022-05-01 04:11:03,-7.9631,145.7785,83.82,57,7.25
467,Terme,TR,2022-05-01 04:11:03,41.2092,36.9739,53.53,100,9.62
468,Wairoa,NZ,2022-05-01 04:05:45,-39.0333,177.3667,68.56,7,4.0
469,Taltal,CL,2022-05-01 04:06:49,-25.4,-70.4833,60.3,8,0.45
470,Saint Anthony,US,2022-05-01 04:11:04,45.0205,-93.218,49.14,100,10.36
471,Srednekolymsk,RU,2022-05-01 04:11:04,67.45,153.6833,30.38,17,6.26
472,Malatya,TR,2022-05-01 04:11:05,38.5,38.0,53.65,75,5.75
473,Calbuco,CL,2022-05-01 04:06:52,-41.768,-73.1273,49.21,100,5.53
474,Guerrero Negro,MX,2022-05-01 04:06:44,27.9769,-114.0611,60.06,91,13.98
475,Mirnyy,RU,2022-05-01 04:11:05,62.5353,113.9611,35.24,88,8.99
476,Pochutla,MX,2022-05-01 04:11:06,15.7432,-96.4661,79.83,67,3.18
477,Ngunguru,NZ,2022-05-01 04:11:06,-35.6167,174.5,64.71,31,6.98
478,Kano,NG,2022-05-01 04:05:43,12.0001,8.5167,83.32,93,10.0
479,Morro Da Fumaca,BR,2022-05-01 04:11:07,-28.6508,-49.21,61.34,91,3.67
480,Half Moon Bay,US,2022-05-01 04:05:51,37.4636,-122.4286,56.03,20,14.97
481,Culpeper,US,2022-05-01 04:11:08,38.5004,-77.9664,53.76,0,0.0
482,Jais,IN,2022-05-01 04:11:08,26.25,81.5333,92.84,0,15.84
483,Antofagasta,CL,2022-05-01 04:06:33,-23.65,-70.4,60.08,44,4.21
484,Montecristi,EC,2022-05-01 04:11:08,-1.05,-80.6667,71.15,52,3.22
485,Quatre Cocos,MU,2022-05-01 04:05:58,-20.2078,57.7625,77.09,32,10.04
486,Kibala,TD,2022-05-01 04:11:09,9.1104,18.3463,81.32,97,6.58
487,Ombessa,CM,2022-05-01 04:11:09,4.603,11.2565,68.95,100,2.15
488,Mingaora,PK,2022-05-01 04:11:10,34.7758,72.3625,88.39,0,2.68
489,Payo,ID,2022-05-01 04:11:10,-3.7508,103.6372,85.75,99,2.06
490,Boa Vista,BR,2022-05-01 04:11:11,2.8197,-60.6733,78.78,0,3.44
491,Adre,TD,2022-05-01 04:11:11,13.4667,22.2,77.77,100,2.08
492,Jambi,ID,2022-05-01 04:11:12,-1.6,103.6167,83.89,99,4.68
493,Porto Novo,BJ,2022-05-01 04:11:12,6.4965,2.6036,79.21,78,3.87
494,Parry Sound,CA,2022-05-01 04:09:20,45.3501,-80.033,43.54,100,8.79
495,Vilyuysk,RU,2022-05-01 04:11:13,63.7553,121.6247,39.24,97,7.74
496,Wasilla,US,2022-05-01 04:11:14,61.5814,-149.4394,47.75,0,14.97
497,Solnechnyy,RU,2022-05-01 04:11:14,50.7214,136.6319,37.56,94,8.1
498,Sergeyevka,KZ,2022-05-01 04:11:15,53.88,67.4158,45.36,100,14.58
499,Sladkovo,RU,2022-05-01 04:11:15,55.5284,70.3385,34.59,100,11.36
500,Kalabo,ZM,2022-05-01 04:06:50,-14.97,22.6814,56.88,2,4.85
501,Laguna,US,2022-05-01 04:03:44,38.421,-121.4238,62.76,0,13.8
502,Darhan,MN,2022-05-01 04:11:16,49.4867,105.9228,67.14,14,4.83
503,Abu Zabad,SD,2022-05-01 04:11:16,12.35,29.25,79.66,6,3.74
504,Komsomolskiy,UZ,2022-05-01 04:07:25,40.4272,71.7189,77.72,22,4.61
505,Gawler,AU,2022-05-01 04:11:17,-34.6,138.7333,70.47,73,8.1
506,Balabac,PH,2022-05-01 04:11:17,7.9868,117.0645,85.44,100,10.74
507,Klaksvik,FO,2022-05-01 04:06:17,62.2266,-6.589,45.52,93,6.71
508,Barabash,RU,2022-05-01 04:11:18,43.2,131.4833,51.6,98,4.74
509,Koyelga,RU,2022-05-01 04:11:18,54.6522,60.9049,46.74,69,4.5
510,Nagapattinam,IN,2022-05-01 04:11:20,10.7667,79.8333,92.03,37,8.1
511,Krompachy,SK,2022-05-01 04:11:20,48.9145,20.8751,42.98,88,1.12
512,Nova Olinda Do Norte,BR,2022-05-01 04:11:21,-3.8881,-59.0942,73.92,98,2.33
513,Kainantu,PG,2022-05-01 04:11:21,-6.2887,145.8655,73.29,82,3.91
514,Tessalit,ML,2022-05-01 04:11:21,20.1986,1.0114,72.72,0,10.71
515,Cabangahan,PH,2022-05-01 04:11:22,9.0781,122.9469,87.58,100,11.14
516,College,US,2022-05-01 04:04:52,64.8569,-147.8028,51.48,15,4.72
517,Puerto Del Rosario,ES,2022-05-01 04:11:23,28.5004,-13.8627,62.35,0,9.22
518,Tonstad,NO,2022-05-01 04:11:23,58.6626,6.7169,38.17,1,6.49
519,Praia Da Vitoria,PT,2022-05-01 04:07:29,38.7333,-27.0667,56.75,3,3.74
520,Launceston,AU,2022-05-01 04:11:24,-41.45,147.1667,64.62,40,24.16
521,Nagyatad,HU,2022-05-01 04:11:24,46.2296,17.3579,48.92,71,5.28
522,Trinidad,BO,2022-05-01 04:11:24,-14.8333,-64.9,71.49,37,3.78
523,Ormara,PK,2022-05-01 04:11:25,25.2088,64.6357,84.94,97,16.31
524,Flin Flon,CA,2022-05-01 04:11:25,54.7682,-101.865,36.37,100,7.61
525,Beni Suef,EG,2022-05-01 04:11:26,29.0731,31.0979,66.4,0,6.29
526,Marsa Matruh,EG,2022-05-01 04:07:26,31.3525,27.2453,64.53,70,6.8
527,Port Blair,IN,2022-05-01 04:05:47,11.6667,92.75,88.48,45,0.49
528,Mahon,ES,2022-05-01 04:11:27,39.8885,4.2658,59.56,0,3.44
529,Polonnaruwa,LK,2022-05-01 04:11:27,7.9333,81.0,88.79,99,9.35
530,Kokopo,PG,2022-05-01 04:11:27,-4.352,152.2633,82.6,52,7.47
531,Bonfim,BR,2022-05-01 04:11:28,3.0833,-59.95,77.2,31,2.66
532,Sai Buri,TH,2022-05-01 04:11:28,6.7013,101.6168,87.51,66,1.12
533,Ajdabiya,LY,2022-05-01 04:11:29,30.7554,20.2263,70.41,100,17.63
534,Vendychany,UA,2022-05-01 04:11:29,48.6118,27.7932,44.29,16,3.85
535,Hobyo,SO,2022-05-01 04:11:30,5.3505,48.5268,84.16,80,8.9
536,Clyde River,CA,2022-05-01 04:06:01,70.4692,-68.5914,10.54,100,3.24
537,Zhigansk,RU,2022-05-01 04:07:46,66.7697,123.3711,31.17,99,17.9
538,Egvekinot,RU,2022-05-01 04:11:31,66.3167,-179.1667,17.31,100,9.26
539,Kafanchan,NG,2022-05-01 04:11:31,9.5833,8.3,71.51,95,2.08
540,Kalevala,RU,2022-05-01 04:11:32,65.2,31.1667,29.52,89,4.5
541,Aykhal,RU,2022-05-01 04:04:28,66.0,111.5,18.84,60,22.39
542,Voh,NC,2022-05-01 04:11:32,-20.9667,164.7,80.78,54,4.81
543,Denpasar,ID,2022-05-01 04:11:33,-8.65,115.2167,87.46,20,10.36
544,Vestmanna,FO,2022-05-01 04:11:33,62.1564,-7.1664,43.72,100,3.44
545,Chapar,IN,2022-05-01 04:11:34,26.2667,90.4667,80.47,88,12.19
546,Callaway,US,2022-05-01 04:05:11,30.153,-85.5699,72.91,75,8.05
547,Agadez,NE,2022-05-01 04:11:34,19.75,10.25,84.31,91,7.56
548,Iberia,US,2022-05-01 04:11:35,29.9502,-91.7507,74.05,0,5.75
549,San Andres,CO,2022-05-01 04:06:09,12.5847,-81.7006,80.62,75,11.5
550,Cajaruro,PE,2022-05-01 04:11:35,-5.7364,-78.4256,73.78,100,0.78
551,Vostok,RU,2022-05-01 04:11:36,46.4856,135.8833,41.74,100,5.93
552,Taoudenni,ML,2022-05-01 04:03:45,22.6783,-3.9836,74.59,0,17.4
553,Margate,GB,2022-05-01 04:06:19,51.3813,1.3862,48.69,100,1.99
